,Product,Price,Links,Brand,Os,Ram,Memory
821,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JJ9ZNRjFVuUsX1UzVhjwk4AAAAGRfijhzgMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICDk1taP/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=bb666328-bbcf-45a0-86bc-149d2e76f48a&pd_rd_w=bBsrt&pd_rd_wg=KKIul&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=Z3YP9N8C3645ABC4JYW9&qid=1724398494&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-113-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
822,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JPdbGhgyyQnOPjqTL19MuzMAAAGRfikMeAMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBY9eOq/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=b4bb9169-b12b-4a1b-8e17-ceb002d6f30e&pd_rd_w=kxRI5&pd_rd_wg=hXHYI&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=QMSKJ7PTA50D8FR94SPY&qid=1724398504&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-145-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
823,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JOkInO9OhNKgABybouNbBEIAAAGRfik0BQMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAtbnwy/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=e6448a4c-7c10-4f87-beb9-917d7f9beaa7&pd_rd_w=yx7qo&pd_rd_wg=R1vy6&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=874AYYW43NZK1WNN6X4J&qid=1724398515&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-177-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
824,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JDp6C6h8vdaqdcemq7FgI7wAAAGRfilcXgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICAg1KFb/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=f19cd4e5-106a-441d-b2a9-745550ede25e&pd_rd_w=NUBrG&pd_rd_wg=LwONa&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=ZK9T3G99HDM84YMJH4SH&qid=1724398525&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-209-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
825,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JPIxSfWm0_kg8r9cJ1S6m7gAAAGRfimYagMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBeZqRx/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=dbd9bc18-4704-43ed-9d13-4f3bc1649d29&pd_rd_w=uw7G5&pd_rd_wg=9sn0b&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=FCR8BJ1B3Q22C4PTPB3B&qid=1724398540&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-257-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
826,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JH4XBdAP7HzOYDBlRBQvS4YAAAGRfim69gMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAkjpPL/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=717e1cb2-e5db-4ac8-90cb-6deaa9b9a8b1&pd_rd_w=jHQDi&pd_rd_wg=MdKHk&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=MCT8JD6G4F29AQG5WY93&qid=1724398549&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-289-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
827,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JAYE5MrOd4ZAjIvtQQ_weoIAAAGRfinWIwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICCpwtlg/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=19b65684-10b5-4c9f-8abe-03bac15c66ab&pd_rd_w=IbgeA&pd_rd_wg=NDWEp&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=KHHY7SDSZH45XHJAF5E1&qid=1724398556&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-321-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
828,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JHnEIOntY4hSoXDRGOMxK7YAAAGRfinnnwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBRIQU9/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=c36e0e2b-383a-45fc-80b2-4221d41e5c1e&pd_rd_w=Dme43&pd_rd_wg=2mH4x&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=VYNVYHA6G1SMX7GTGC9Y&qid=1724398561&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-353-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
829,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JOXDe2jvzV2QQMltEEMh8kgAAAGRfioKYwMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICAt_UCY/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=f8730396-b7cf-4be4-b35e-feb87f2f534a&pd_rd_w=gjO8v&pd_rd_wg=BHPih&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=JRBPPX0JTSNSM7HDBF4X&qid=1724398569&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-417-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
830,Amkette iGrip Secure Plus Bike Phone Holder for All Bikes/Scooters | Anti Shake Design | One Click Lock | 360° Rotation | IPX6 Splash/Rain Proof | Ideal for Maps and GPS Navigation| Black,"1,099",https://aax-eu.amazon.in/x/c/JFRa9AdDjjQdxPHwN75T9bkAAAGRfioihgMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICB7ZHqh/https://www.amazon.in/Amkette-Motorcycles-Scooters-Rotation-Smartphones/dp/B0CWNSG1JC/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1%3Aamzn1.sym.0e800d3e-a8c4-466c-97dc-d089e27309f1&crid=1UO0Z6YYHREBN&cv_ct_cx=phones&dib=eyJ2IjoiMSJ9.ohOGfWc_m1x2t6gXGug6Nw.UU-ISCzJoORBUF4LBXkNpBAUSzpdR18DGS7zZje_Bvw&dib_tag=se&keywords=phones&pd_rd_i=B0CWNSG1JC&pd_rd_r=4606f339-24da-4d23-8381-a66212bf1b73&pd_rd_w=fSzxr&pd_rd_wg=puk9H&pf_rd_p=0e800d3e-a8c4-466c-97dc-d089e27309f1&pf_rd_r=E0BVTME9RHEKQAYCWKEE&qid=1724398576&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=phone%2Caps%2C229&sr=1-449-06195d41-65bd-48f4-8e70-03d97b6094ec,Amkette,,,
831,"Redmi Note 13 Pro+ (Fusion White, 8GB RAM, 256GB Storage) | World's first Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge","29,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTUwNDMzOTU5NDgwMjk5OjE3MjQzOTg0NTg6c3BfYXRmOjMwMDE1MjgxMjczODUzMjo6MDo6&url=%2FRedmi-Fusion-Storage-Mediatek-HyperCharge%2Fdp%2FB0CRQ838Z9%2Fref%3Dsr_1_1_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.brV7rG-zDD0MO_wZuT9UcB5RXXhETdhUGWjD_ndeIHrhOEKEaz-Ur6iQZL-bfKcwrZMV5EEzWlB-JAxj_GBJSxDs9h-lU_47gShwVfxdJQRSrUUFfmntJwJI3XMUaOrK8SLdq2eDpHUISJDdmcVPM5T6Cj1FTdSOjvXTl01hgNtaFAwFqOzdRwBgIo5Kntjb_q9aw3FfUxmuGdH4b31a_myPfDx-Nc-sHGwybZ93NL0.IxNxhJQ4m265toZD2YMxqb3TwxDsi4ixlMPoO5CB34U%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398458%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Redmi,Android 13.0,8 GB,256 GB
832,"Redmi Note 13 Pro+ (Fusion White, 8GB RAM, 256GB Storage) | World's first Mediatek 7200 Ultra 5G | 200MP Hi-Res Camera | 1.5K Curved AMOLED | 120W HyperCharge","29,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9hdGZfbmV4dDozMDAxNTI4MTI3Mzg1MzI6OjA6Og&url=%2FRedmi-Fusion-Storage-Mediatek-HyperCharge%2Fdp%2FB0CRQ838Z9%2Fref%3Dsr_1_369_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-369-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Redmi,Android 13.0,8 GB,256 GB
833,"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","15,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDkyMjMwNTM4NTQ5MzA5OjE3MjQzOTg1MzE6c3BfYXRmX25leHQ6MzAwMjUxMTMxNjE4MjMyOjowOjo&url=%2FRedmi-Diamond-Largest-Display-Segment%2Fdp%2FB0D78Y577J%2Fref%3Dsr_1_225_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.8-dSj9rc6Gi-0ebAa_OdjiMBreSyqdiSb1rFZynnSflnbGJ7UPiK3VPaQCuezLEWeMHuqzpvJ1-v8OGBSEpW4V8if2iTzAYeNPCAMUF76B3rnQ18QZSHhRT4RVQi9QGUFYOtBUvB81TubkYkN58nl2TSvhDPNhY2WDR4-50QFeFP2ckGm3X7k5alz7Oewz4FVflf-qqp8ucv-HhVoamRrfYDgHyGxcp4Dl78SBPcTHg.ThXHCRFlOHme9ndpLs66Zk10Z9E_8u5Fi9NN25cvuDw%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398531%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-225-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Redmi,"Android 14, Xiaomi HyperOS",8 GB,128 GB
834,"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","15,499",https://www.amazon.in/Redmi-Diamond-Largest-Display-Segment/dp/B0D78Y577J/ref=sr_1_306?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.ETnz8E6HxeD4Wf4rdvw4dVJbTnM8GwO-laWlT0Df9dTHa_o1s3blbDiqJQoB4H9PZD1EztvYqGc7WEUDt-U-SXx_2FKY9BfAzVmpBtcowiJ1Xq9NtkzdEqbnmrLK6o7GkQP36xiEk435m8vxU3cem3ONW_UE4hQO7uMr11bvdVfyZ9dqf0taLI6XZIxWf1PG_doSI4ot8KNKDQKwmiPn5brolCjjjxgE1MBE-9jUmvg.fyaTqox6vqT-WvbvGE58fr5E2-vVsLOggCxwxdMW_10&dib_tag=se&keywords=phones&qid=1724398549&sprefix=phone%2Caps%2C229&sr=8-306,Redmi,"Android 14, Xiaomi HyperOS",8 GB,128 GB
835,"Redmi 13 5G, Black Diamond, 8GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment","15,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9hdGZfbmV4dDozMDAyNTExMzE2MTgyMzI6OjA6Og&url=%2FRedmi-Diamond-Largest-Display-Segment%2Fdp%2FB0D78Y577J%2Fref%3Dsr_1_370_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-370-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Redmi,"Android 14, Xiaomi HyperOS",8 GB,128 GB
836,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0MTUwNDMzOTU5NDgwMjk5OjE3MjQzOTg0NTg6c3BfYnRmOjIwMDc5NjgyODUxMTAzOjowOjo&url=%2FApple-iPhone-13-128GB-Midnight%2Fdp%2FB09G9HD6PD%2Fref%3Dsr_1_21_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.brV7rG-zDD0MO_wZuT9UcB5RXXhETdhUGWjD_ndeIHrhOEKEaz-Ur6iQZL-bfKcwrZMV5EEzWlB-JAxj_GBJSxDs9h-lU_47gShwVfxdJQRSrUUFfmntJwJI3XMUaOrK8SLdq2eDpHUISJDdmcVPM5T6Cj1FTdSOjvXTl01hgNtaFAwFqOzdRwBgIo5Kntjb_q9aw3FfUxmuGdH4b31a_myPfDx-Nc-sHGwybZ93NL0.IxNxhJQ4m265toZD2YMxqb3TwxDsi4ixlMPoO5CB34U%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398458%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS 14,,128 GB
837,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/Apple-iPhone-13-128GB-Midnight/dp/B09G9HD6PD/ref=sr_1_261?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.wQc_wKp-jVLlCiT3IEv22Ua0wUbzYJ-D2WaqzIgcFgKCDQErp0mUx_qQuGJx1vVCdEZgO1dBDBFl73EL260hrrVbC63QOhG9s8vS13_DoETUH7gCQ6xd8PbXs-73X7cWsL_2Rb9Wk0Z6edwWX6GJ-zzRnJXwnlG2ltRHhF_wk08WjYSRmY8A8zwKf8H4a9lyuYPIktjD8HN9ZZ-pkhP0V34_1SoTf-QCo5Qd6QjOQ3c.078D7pCauVAG8TGRe-AFPeQJAt-VaLbFauiI4sDE1mw&dib_tag=se&keywords=phones&qid=1724398540&sprefix=phone%2Caps%2C229&sr=8-261,Apple,iOS 14,,128 GB
838,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/Apple-iPhone-13-128GB-Midnight/dp/B09G9HD6PD/ref=sr_1_275?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.ZABlSNpYynU7wQSvglGpV19V9CfT_LJfxMmfmVPtKpVSbksHoDLI4Pf56bEvLQ3BKW1YGnyl6slWTzpFijKDOTUTMEhCQ2ckCR0lp9jkUnjICLBYqvLOhRcP7VnCqzjYJP-NYoRb9nwtN70NeW5RxshZyU1QdXv4lCuDFSMPknHMchYL4ojs0L9sp8EF1UUH-_gxN1zNyMN3SZXpr8DdpgjgPzxWIkKoTMjxyPSkimw.NbIDLh27YiQXf2_aqanVRJtOPE8NDxmYPpcIam74rtc&dib_tag=se&keywords=phones&qid=1724398545&sprefix=phone%2Caps%2C229&sr=8-275,Apple,iOS 14,,128 GB
839,Apple iPhone 13 (128GB) - Midnight,"51,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9tdGY6MjAwNzk2ODI4NTExMDM6OjA6Og&url=%2FApple-iPhone-13-128GB-Midnight%2Fdp%2FB09G9HD6PD%2Fref%3Dsr_1_371_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-371-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple,iOS 14,,128 GB
840,Apple iPhone 15 (128 GB) - Black,"70,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NTkxOTQ5NjgzNzYyMDYxOjE3MjQzOTg0Njg6c3BfYnRmOjMwMDA1NzU5NDUzNzczMjo6MDo6&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_53_sspa%3Fcrid%3D1UO0Z6YYHREBN%26dib%3DeyJ2IjoiMSJ9.zPZJXr2Uznfwk75O0Bdy6VHrb04N7x8BE92NsobDNMdnZHq-7_nCq23J29Evt0d_OQlQWTVh8u_0C-90Zs1yQjHO9PGlqIS0B_Q-ad4W3Vn0sbtJ0L6tJtVqqPAqrrHO29MG8-tSd82z94ZtmtqIfSX9XJzFXe9l1pVTVIug4bV2mSFauLaqgDqKV6zzy8TCY7BsavTlXGX4h_cuZE-2nB5_wl3DzPvKSukUchasDvw.Q8J-ooZ8RI6idGTm3Z-_0rh1UhiXcx7m52VRlsUTyZE%26dib_tag%3Dse%26keywords%3Dphones%26qid%3D1724398468%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Apple,iOS,,128 GB
841,Apple iPhone 15 (128 GB) - Black,"70,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5NzMzNDk2NzQ1OTk5NTk6MTcyNDM5ODU2MzpzcF9tdGY6MzAwMDU3NTk0NTM3NzMyOjowOjo&url=%2FApple-iPhone-15-128-GB%2Fdp%2FB0CHX1W1XY%2Fref%3Dsr_1_372_sspa%3Fcrid%3D1UO0Z6YYHREBN%26keywords%3Dphones%26qid%3D1724398563%26sprefix%3Dphone%252Caps%252C229%26sr%3D8-372-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,Apple,iOS,,128 GB
842,"Samsung Galaxy M35 5G (Moonlight Blue,8GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","21,499",https://www.amazon.in/Samsung-Moonlight-Storage-Corning-Gorilla/dp/B0D813HQFN/ref=sr_1_52?crid=1UO0Z6YYHREBN&dib=eyJ2IjoiMSJ9.p-Xgje0bsmJju_70QkkdWdF9ksL7WfobG2iLs_iEN5GLGuJ_RJX-CrJMW4xKVt_t94YMcR0e2PSj5g4QXwZQ9ARScbh2EwMpNBbhYjLll8JHBUeIYobfPq4fOlQ-L22V6jDxuHhuhw7-T87SFdkk6bW-y5g0xRr4BchS1517ZHNioTtvYN53WgEAMJP7jtDbY_EcXtGQ-Eu2bB2p2uoUjwtON3hfQaKT4Ah4LzwKYRc.9SGKNVqpbUhdw7GUo0oCRxrzr7TkyMv0SVI_5ZkLRw0&dib_tag=se&keywords=phones&qid=1724398473&sprefix=phone%2Caps%2C229&sr=8-52,Samsung,Android 14,8 GB,128 GB
